,race,age,engnat,gender,hand,source,country,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,E,N,A,C,O,E%,N%,A%,C%,O%
14413,4,29,2,2,1,2,AP,4,1,5,1,4,2,2,4,4,4,1,5,1,4,1,1,1,1,1,1,5,5,1,5,2,5,1,2,2,5,3,4,4,4,1,5,4,3,1,4,3,1,5,1,5,1,4,1,4,5,37,11,39,25,42,74.0,22.0,78.0,50.0,84.0
14414,3,28,2,1,1,1,PL,4,2,4,2,3,2,3,3,3,4,5,1,5,3,5,5,5,5,5,2,5,5,3,2,1,5,2,4,3,3,4,4,4,4,4,4,5,4,4,2,5,2,4,2,3,1,4,4,4,3,34,45,35,31,40,68.0,90.0,70.0,62.0,80.0
14415,3,52,1,2,1,1,IT,3,2,4,2,4,2,2,3,1,3,3,2,4,3,1,3,3,3,1,2,1,4,1,4,1,3,1,5,4,4,2,2,4,1,3,1,3,1,3,3,3,3,3,2,3,2,5,3,3,3,32,27,44,37,34,64.0,54.0,88.0,74.0,68.0
14416,1,38,2,2,1,1,CL,2,2,5,2,3,1,4,2,5,3,1,3,4,4,1,1,2,1,1,1,2,4,1,4,2,3,1,2,4,5,3,2,5,1,4,1,4,4,5,5,3,1,3,4,4,2,5,4,3,5,39,17,40,42,38,78.0,34.0,80.0,84.0,76.0
14417,3,19,1,2,1,1,GB,1,3,2,5,1,2,1,5,1,5,3,2,5,1,2,4,3,3,3,5,3,5,1,3,3,3,1,3,3,2,3,4,5,4,2,3,3,3,2,3,3,1,5,2,3,1,3,3,5,4,16,37,35,28,40,32.0,74.0,70.0,56.0,80.0
14418,5,20,2,1,1,1,TR,5,3,3,2,3,3,4,5,2,5,3,4,4,3,4,3,4,4,3,2,4,4,3,5,2,5,2,4,4,4,5,4,5,3,4,2,4,3,4,3,4,3,5,3,5,1,4,3,4,5,29,32,39,37,41,58.0,64.0,78.0,74.0,82.0
14419,3,28,2,2,1,1,GB,3,2,4,2,4,2,4,3,5,3,3,2,4,2,2,2,4,4,3,3,4,4,3,3,2,3,3,2,3,3,2,3,4,1,3,3,4,3,4,4,3,3,4,3,3,3,4,3,4,4,38,33,30,35,34,76.0,66.0,60.0,70.0,68.0
14420,3,20,2,1,1,5,IT,1,5,4,4,2,4,1,3,1,4,2,3,4,1,3,1,5,4,2,4,4,2,1,3,4,4,4,3,4,2,3,3,4,3,3,4,3,2,3,3,4,2,4,2,3,2,4,3,4,3,19,33,29,31,37,38.0,66.0,58.0,62.0,74.0
14421,1,24,2,2,1,5,BR,2,3,2,3,3,2,2,5,1,3,3,2,3,2,2,3,5,5,4,4,1,2,3,4,2,1,3,4,5,4,4,5,5,2,2,2,3,2,2,3,5,1,5,1,3,1,5,5,5,3,24,37,35,32,46,48.0,74.0,70.0,64.0,92.0
14422,4,52,1,2,1,1,IN,1,2,1,4,2,4,2,5,1,5,2,4,4,3,3,2,3,4,4,3,5,3,1,5,1,5,2,4,4,5,3,3,4,3,2,1,5,1,4,3,1,5,3,5,2,3,2,1,3,2,17,30,41,37,19,34.0,60.0,82.0,74.0,38.0
14423,3,18,1,2,1,1,AU,2,5,2,4,2,2,1,4,2,5,2,3,3,2,1,1,1,1,2,4,1,3,1,4,1,4,2,4,4,4,3,5,4,3,3,4,3,3,2,3,2,2,4,2,3,1,4,2,4,4,19,22,42,27,36,38.0,44.0,84.0,54.0,72.0
14424,3,35,2,1,1,1,ES,2,3,3,1,3,1,5,3,4,3,2,3,1,1,3,1,5,2,2,1,1,4,1,5,1,1,2,3,5,4,3,3,5,3,3,1,3,2,1,4,4,1,5,1,3,1,3,3,5,4,36,25,41,34,42,72.0,50.0,82.0,68.0,84.0
14425,3,18,1,1,1,1,NZ,2,4,2,4,1,4,1,4,2,5,5,2,4,2,2,3,2,2,4,4,4,2,4,3,4,2,4,2,2,2,4,2,4,2,2,2,5,4,4,4,5,1,5,2,5,1,4,4,4,5,17,34,21,37,46,34.0,68.0,42.0,74.0,92.0
14426,13,19,2,2,1,1,IN,1,3,3,2,3,3,2,1,1,3,2,3,4,3,2,2,2,1,3,2,1,2,2,5,1,5,4,5,5,4,3,1,4,2,3,5,5,3,4,3,4,2,3,1,4,2,3,2,4,3,28,24,42,35,36,56.0,48.0,84.0,70.0,72.0
14427,4,26,2,1,1,1,IN,4,3,5,3,5,1,5,2,1,4,1,5,3,5,1,1,4,1,1,4,3,4,1,5,1,4,1,3,5,5,4,5,5,4,4,3,1,2,1,4,2,4,4,1,4,2,2,1,3,4,37,18,44,29,31,74.0,36.0,88.0,58.0,62.0
14428,3,28,1,1,1,1,GB,4,4,4,3,4,2,3,5,3,3,2,4,4,3,2,1,1,1,3,2,1,4,2,5,1,5,1,5,5,5,4,1,5,2,4,1,5,1,4,4,4,1,5,1,3,1,4,4,5,3,31,21,48,45,43,62.0,42.0,96.0,90.0,86.0
14429,3,31,1,2,1,1,BA,2,4,3,4,2,4,1,4,1,4,3,4,3,4,3,2,2,2,2,3,3,3,3,2,4,2,4,3,1,3,5,2,4,2,4,2,4,2,4,4,5,3,4,3,4,3,5,4,4,4,19,24,24,41,39,38.0,48.0,48.0,82.0,78.0
14430,4,15,2,2,1,1,IN,3,1,4,3,4,1,4,3,4,2,3,3,4,4,5,3,4,5,3,5,4,5,2,4,1,1,1,3,4,4,3,4,3,2,3,4,1,2,2,2,3,2,4,3,4,1,5,3,3,5,39,37,37,26,39,78.0,74.0,74.0,52.0,78.0
14431,3,19,2,2,1,1,CY,2,3,3,4,2,3,2,4,3,5,3,2,5,1,3,4,4,4,4,5,3,4,1,5,2,4,2,3,4,4,3,4,4,3,2,3,4,3,4,3,4,3,4,2,3,2,4,5,5,4,23,41,40,31,40,46.0,82.0,80.0,62.0,80.0
14432,3,26,2,1,1,1,SE,4,3,4,2,3,2,4,3,4,2,2,4,4,3,2,3,3,3,2,2,4,5,2,4,2,4,2,4,4,4,4,2,5,2,2,2,3,3,3,3,4,2,5,2,4,1,5,3,5,4,37,26,39,35,43,74.0,52.0,78.0,70.0,86.0
14433,3,42,2,1,1,1,IT,1,5,1,5,1,5,1,5,5,5,5,3,5,1,5,2,3,4,4,3,1,3,3,5,3,5,1,3,5,5,1,1,5,1,2,1,5,3,1,4,5,5,5,3,5,2,5,5,5,5,14,39,42,36,43,28.0,78.0,84.0,72.0,86.0
14434,3,28,2,1,1,1,IT,3,2,4,3,4,2,4,2,4,3,2,2,4,2,1,3,4,4,2,2,4,4,1,2,2,3,2,4,4,5,3,1,3,3,3,1,2,4,4,3,3,2,3,2,3,2,4,3,3,3,37,30,37,33,34,74.0,60.0,74.0,66.0,68.0
14435,3,21,2,1,1,1,NO,1,5,2,4,2,3,2,5,1,5,3,5,2,2,4,1,3,3,2,2,2,3,2,4,2,2,2,4,2,4,3,2,4,3,3,3,2,3,3,3,3,3,5,3,4,1,3,4,1,3,16,25,35,31,34,32.0,50.0,70.0,62.0,68.0
14436,3,20,1,1,1,1,GB,1,2,1,5,1,5,1,5,1,5,2,4,5,3,2,4,4,2,4,3,5,3,1,5,3,5,3,4,5,5,1,2,5,4,3,2,4,4,4,2,1,3,5,3,3,2,3,1,5,3,13,31,39,31,31,26.0,62.0,78.0,62.0,62.0
14437,4,27,2,1,1,1,IN,2,5,2,5,2,5,1,1,5,5,4,1,5,3,4,5,4,2,5,3,1,2,1,4,2,5,2,3,4,2,3,5,3,2,4,1,5,2,5,3,3,2,2,2,3,3,4,5,3,2,21,40,38,37,33,42.0,80.0,76.0,74.0,66.0
14438,13,22,1,1,1,5,GB,5,3,4,3,2,3,3,5,3,3,2,5,4,2,2,2,2,1,2,1,2,2,1,3,2,3,3,4,4,4,4,1,5,2,1,3,3,2,2,4,5,2,5,1,5,1,4,5,4,5,30,21,36,35,47,60.0,42.0,72.0,70.0,94.0
14439,3,18,1,1,1,1,AU,3,2,4,2,4,1,5,3,4,3,4,2,4,2,2,3,2,1,2,3,1,5,3,5,2,4,1,4,5,3,4,2,5,4,4,2,4,2,3,4,5,1,5,1,5,1,4,4,5,5,39,29,43,38,48,78.0,58.0,86.0,76.0,96.0
14440,9,19,1,2,1,1,ID,5,3,3,3,5,3,4,3,4,5,5,4,5,4,5,5,5,5,5,4,3,4,5,4,5,5,4,3,4,4,4,4,5,4,5,4,1,3,4,4,5,4,4,3,5,1,4,4,4,5,34,43,31,32,41,68.0,86.0,62.0,64.0,82.0
14441,3,45,2,2,3,1,IT,4,3,4,4,5,2,3,3,3,4,1,3,4,2,4,2,2,1,3,3,1,4,3,4,1,4,1,3,5,5,1,3,4,3,5,1,5,1,5,5,3,1,4,1,4,2,5,3,3,4,33,27,43,41,40,66.0,54.0,86.0,82.0,80.0
14442,4,29,2,1,1,1,IN,3,3,3,3,4,3,3,4,2,3,2,3,3,2,3,3,2,2,3,3,2,3,2,5,2,4,2,4,4,4,3,3,4,2,3,3,4,2,2,2,4,1,5,1,4,1,4,1,4,4,29,28,40,32,41,58.0,56.0,80.0,64.0,82.0
14443,3,49,1,2,1,1,US,2,4,4,4,3,3,2,4,2,3,4,3,4,2,2,2,3,2,3,3,2,4,2,4,2,4,2,4,3,4,4,2,4,2,3,2,4,2,4,4,4,2,4,3,4,2,3,4,4,4,25,30,39,39,38,50.0,60.0,78.0,78.0,76.0
14444,1,27,1,1,2,1,TT,1,3,2,5,2,4,1,5,1,5,5,1,5,4,1,5,5,4,5,5,1,4,1,5,5,5,5,3,4,4,2,1,4,2,1,4,5,1,4,5,2,1,5,1,3,1,4,1,5,5,15,42,37,37,40,30.0,84.0,74.0,74.0,80.0
14445,3,25,2,1,1,1,PT,3,3,3,3,2,3,2,4,2,4,4,3,4,4,2,4,3,3,3,4,3,3,2,3,3,4,3,3,3,3,3,3,3,3,3,2,4,3,2,3,3,3,4,2,3,3,3,3,4,3,25,32,32,31,33,50.0,64.0,64.0,62.0,66.0
14446,3,37,2,2,1,1,PT,4,2,3,2,4,2,3,3,3,3,5,3,5,1,2,4,2,2,5,4,1,3,2,5,1,5,1,4,5,5,5,1,3,2,5,1,5,2,5,3,3,3,5,3,3,1,4,2,3,4,35,37,46,44,35,70.0,74.0,92.0,88.0,70.0
14447,3,53,2,1,1,1,BE,5,3,5,3,5,2,5,4,5,2,1,5,1,4,1,1,4,3,3,3,3,3,5,2,4,1,4,3,2,4,5,3,5,2,4,4,3,3,3,5,5,1,5,1,3,1,5,4,4,4,41,20,23,37,45,82.0,40.0,46.0,74.0,90.0
14448,3,20,2,2,1,1,IT,2,2,3,4,2,3,2,3,2,3,2,4,4,4,2,3,3,3,3,3,3,4,3,4,2,3,3,3,4,2,2,5,5,3,3,4,3,3,2,3,4,1,2,1,3,4,4,4,4,3,26,27,33,27,36,52.0,54.0,66.0,54.0,72.0
14449,3,36,1,1,1,1,GB,4,2,4,3,4,1,4,2,4,2,5,2,4,4,3,3,2,1,5,2,4,2,4,2,4,1,3,2,2,2,5,5,5,2,3,5,3,1,4,5,5,1,5,1,5,1,5,5,5,5,40,31,20,36,50,80.0,62.0,40.0,72.0,100.0
14450,4,29,2,1,1,1,IN,1,2,2,4,1,2,1,2,5,4,4,4,5,1,3,4,5,5,4,4,1,4,4,5,1,5,1,4,5,4,4,1,4,4,4,2,5,3,1,4,3,2,5,2,4,5,4,3,5,4,26,41,44,36,37,52.0,82.0,88.0,72.0,74.0
14451,4,20,1,2,1,1,IN,3,1,5,1,5,1,5,1,5,1,3,3,5,1,3,1,5,5,1,2,1,5,5,5,1,3,1,5,5,5,2,1,5,3,1,2,5,5,3,3,4,1,5,3,3,2,5,4,5,5,48,33,44,32,43,96.0,66.0,88.0,64.0,86.0
14452,3,33,2,2,1,5,ES,2,3,3,3,4,3,3,3,2,4,2,4,4,1,2,3,3,3,3,4,1,5,2,5,1,4,1,4,5,5,3,4,4,4,3,2,5,3,4,3,3,1,5,2,5,1,5,4,4,5,28,31,47,33,45,56.0,62.0,94.0,66.0,90.0
14453,11,21,2,1,1,1,PH,2,5,5,4,3,4,2,5,1,5,2,3,3,3,2,3,2,2,3,1,2,5,2,4,4,5,3,4,3,4,4,1,4,2,4,1,3,3,5,3,3,2,4,1,4,1,4,2,2,3,20,24,38,40,36,40.0,48.0,76.0,80.0,72.0
14454,3,34,1,1,1,1,AU,1,4,3,4,2,2,1,5,1,5,1,5,3,4,3,2,2,1,2,1,3,3,3,5,1,4,4,3,3,3,4,2,5,1,1,5,2,3,3,3,5,3,1,3,5,5,5,2,5,4,18,18,34,31,34,36.0,36.0,68.0,62.0,68.0
14455,3,13,1,2,1,1,AU,4,4,4,5,1,1,5,2,4,5,4,4,4,2,1,1,3,4,3,3,3,4,2,3,1,4,1,3,3,2,3,4,5,1,1,2,4,2,4,5,5,1,2,3,5,3,5,4,2,3,31,29,36,37,37,62.0,58.0,72.0,74.0,74.0
14456,3,24,1,1,1,1,GB,3,4,4,2,3,3,3,3,3,3,2,4,3,3,2,3,4,2,3,3,2,4,2,4,2,4,2,4,4,3,3,2,4,2,3,2,5,1,2,4,4,2,4,2,3,2,4,4,4,4,31,27,39,38,39,62.0,54.0,78.0,76.0,78.0
14457,4,28,2,2,1,1,IN,3,3,3,5,2,2,3,5,2,5,5,4,5,3,4,5,3,5,3,4,5,3,1,5,5,3,2,5,5,3,3,5,5,4,3,5,3,5,3,2,1,1,5,5,3,1,5,1,2,3,23,39,35,24,31,46.0,78.0,70.0,48.0,62.0
14458,13,38,2,2,1,1,IN,1,3,2,5,3,2,1,4,2,5,5,1,5,1,4,5,4,3,5,5,2,3,4,4,3,2,2,4,4,2,3,4,5,4,2,5,4,3,2,5,5,1,5,1,5,1,4,5,5,5,20,46,32,29,49,40.0,92.0,64.0,58.0,98.0
14459,11,20,2,2,1,1,PH,2,2,1,5,1,2,1,5,1,4,4,2,5,1,5,4,4,5,4,5,1,2,3,4,1,5,1,5,5,3,1,4,5,4,1,4,3,3,2,2,4,1,5,1,1,2,3,2,4,4,18,45,42,23,37,36.0,90.0,84.0,46.0,74.0
14460,1,33,2,1,1,1,ZA,2,5,3,4,2,4,1,1,2,5,2,5,5,3,3,1,2,2,3,2,3,4,2,4,3,5,3,3,4,3,4,2,5,2,4,3,4,2,4,4,2,2,4,2,4,2,4,2,4,4,21,24,36,40,36,42.0,48.0,72.0,80.0,72.0
14461,5,19,2,2,1,1,EG,1,5,2,4,1,2,2,5,3,5,2,3,5,5,3,3,1,1,3,3,3,2,3,2,4,5,2,3,5,5,5,1,4,1,5,2,5,3,5,5,4,2,3,3,5,4,5,3,3,5,18,25,34,46,37,36.0,50.0,68.0,92.0,74.0
14462,3,64,2,1,1,1,PT,1,5,1,5,2,4,1,5,1,1,4,1,5,1,4,5,3,4,4,5,5,2,3,4,2,5,2,3,5,3,2,1,5,2,3,1,5,1,4,4,5,1,5,1,5,1,5,5,5,5,16,44,34,42,50,32.0,88.0,68.0,84.0,100.0
14463,3,19,2,1,1,1,RO,1,5,3,3,4,5,1,5,3,5,4,2,4,4,4,4,2,4,4,5,4,1,1,4,5,4,5,4,4,3,3,4,4,3,3,4,4,3,3,4,2,5,3,4,3,3,3,3,5,3,19,37,29,31,28,38.0,74.0,58.0,62.0,56.0
14464,3,14,2,2,1,1,RO,1,4,1,4,2,3,1,5,1,5,4,2,4,2,4,4,5,5,5,5,2,4,2,4,2,2,2,3,4,3,3,1,4,2,2,4,4,3,5,4,4,2,5,3,5,1,5,3,5,5,15,44,36,36,44,30.0,88.0,72.0,72.0,88.0
14465,3,22,2,1,1,1,NO,2,2,2,4,1,2,4,3,3,4,2,4,2,2,4,2,2,4,3,4,3,4,2,2,2,3,3,4,5,3,4,1,4,2,1,2,3,3,2,4,5,1,5,2,4,1,4,4,4,4,27,29,35,34,44,54.0,58.0,70.0,68.0,88.0
14466,11,20,2,2,1,1,MY,1,2,3,5,2,1,1,5,1,5,4,5,5,3,5,5,5,4,5,3,2,5,1,3,1,5,1,3,3,3,3,5,4,1,1,5,5,1,5,5,4,1,5,1,5,1,4,3,5,4,20,40,41,35,45,40.0,80.0,82.0,70.0,90.0
14467,3,36,1,1,1,1,US,4,3,2,3,2,2,1,4,3,5,1,3,2,4,1,4,3,3,3,1,2,4,1,3,4,4,4,2,2,3,4,1,4,2,4,1,5,1,5,5,3,2,5,3,4,1,5,4,2,4,25,23,31,46,39,50.0,46.0,62.0,92.0,78.0
14468,3,20,2,1,1,1,ES,4,1,5,2,2,3,5,2,5,2,2,4,4,4,4,3,4,3,2,2,5,4,3,4,1,1,2,4,4,5,3,5,4,4,2,4,3,4,1,3,4,3,5,3,4,2,4,3,3,4,41,28,35,23,37,82.0,56.0,70.0,46.0,74.0
14469,3,23,2,2,1,1,RS,2,5,2,5,4,4,4,5,1,3,1,4,2,2,2,2,1,2,2,2,1,2,2,1,4,2,5,2,2,3,3,5,4,2,3,5,4,2,2,4,2,1,5,1,4,1,5,3,4,5,21,20,24,30,43,42.0,40.0,48.0,60.0,86.0
14470,5,19,2,1,1,1,IN,2,5,4,4,1,5,1,3,4,5,4,2,4,4,5,4,4,3,3,2,1,2,2,4,4,4,2,2,5,5,2,2,5,2,1,5,3,4,1,4,2,4,2,4,3,1,5,1,4,3,20,35,37,27,29,40.0,70.0,74.0,54.0,58.0
14471,13,24,2,1,1,1,BR,1,1,4,4,5,1,1,5,1,4,4,1,5,1,4,5,5,4,4,5,1,5,2,4,1,4,1,5,4,1,1,4,5,5,4,5,5,5,4,5,5,4,5,2,5,1,5,4,5,5,27,46,42,29,45,54.0,92.0,84.0,58.0,90.0
14472,5,37,2,2,2,1,TR,3,3,4,3,4,2,1,4,4,2,5,4,5,5,2,4,1,2,3,3,3,4,1,4,1,5,1,4,5,5,5,4,5,4,3,1,1,2,4,5,4,1,4,1,3,1,4,2,2,2,32,28,45,36,36,64.0,56.0,90.0,72.0,72.0
14473,4,23,2,2,1,1,IN,3,5,5,3,3,1,1,3,5,5,1,5,3,5,5,5,1,1,1,1,1,5,1,5,3,5,5,5,5,5,3,1,5,1,3,1,1,1,5,5,4,1,5,1,3,1,5,5,3,5,30,20,44,42,45,60.0,40.0,88.0,84.0,90.0
14474,6,45,2,1,1,1,BR,1,5,3,5,3,2,1,5,4,1,5,3,4,2,3,5,4,5,5,4,1,4,3,4,4,5,2,4,5,4,4,2,4,1,4,1,5,1,4,2,4,1,5,2,3,2,4,3,5,3,24,42,40,42,40,48.0,84.0,80.0,84.0,80.0
14475,3,23,2,2,1,1,IT,3,2,4,2,4,2,4,4,3,4,4,4,4,2,2,1,5,5,1,4,2,4,1,4,1,1,1,4,4,4,4,4,4,3,3,4,4,2,2,4,4,2,4,1,4,1,4,4,4,4,34,32,40,32,42,68.0,64.0,80.0,64.0,84.0
14476,4,22,2,1,1,1,IN,1,5,1,2,3,5,1,3,5,5,5,1,1,3,2,5,2,5,5,3,1,1,1,5,2,5,4,4,5,5,5,5,5,1,5,1,5,1,5,3,3,1,1,1,3,5,5,5,5,3,21,36,41,44,36,42.0,72.0,82.0,88.0,72.0
14477,12,30,2,2,1,1,BR,1,4,2,5,2,4,1,5,2,5,2,3,5,3,2,1,1,1,4,3,5,5,1,5,1,5,1,4,5,5,2,1,5,1,5,1,5,2,3,1,4,1,5,2,5,1,5,4,5,4,15,25,45,40,46,30.0,50.0,90.0,80.0,92.0
14478,3,23,2,2,1,1,RO,4,3,2,4,2,4,1,4,3,5,4,4,4,4,3,3,3,4,4,2,3,3,1,4,1,5,2,5,4,4,5,1,5,2,5,1,5,2,4,4,4,2,5,2,4,1,4,2,5,4,22,31,42,46,41,44.0,62.0,84.0,92.0,82.0
14479,3,21,2,1,1,1,PT,3,2,2,2,3,2,3,2,4,4,3,2,4,2,4,4,5,4,4,4,3,3,3,3,3,5,2,4,3,3,2,2,5,3,1,4,3,5,2,1,4,2,4,3,3,2,4,4,3,4,33,40,34,24,37,66.0,80.0,68.0,48.0,74.0
14480,4,31,2,2,1,1,IN,1,3,4,3,1,4,1,5,1,5,5,5,5,1,5,5,5,5,5,5,4,5,1,5,1,5,1,5,5,5,1,3,1,5,3,1,5,3,5,3,2,2,5,2,3,3,3,1,5,1,18,46,47,30,31,36.0,92.0,94.0,60.0,62.0
14481,3,52,1,1,1,1,US,2,1,5,2,5,1,5,2,4,2,5,3,5,1,4,4,4,5,5,5,1,4,1,4,2,3,1,4,2,5,4,3,4,2,2,4,4,1,4,2,4,2,5,2,5,1,5,2,4,5,43,45,41,34,43,86.0,90.0,82.0,68.0,86.0
14482,3,20,2,2,1,1,SI,1,5,1,5,1,5,1,5,1,5,3,2,5,4,3,4,4,2,4,5,3,1,1,4,5,2,5,1,4,3,5,5,5,2,5,5,5,5,5,5,4,1,5,1,2,5,5,3,5,3,10,36,25,37,38,20.0,72.0,50.0,74.0,76.0
14483,5,20,2,2,1,1,EG,2,4,3,3,5,3,3,2,3,5,5,2,5,3,4,4,4,3,4,2,5,4,1,4,2,4,3,4,4,5,2,5,3,4,2,5,3,2,3,4,4,3,4,2,4,2,3,3,4,4,29,38,38,25,37,58.0,76.0,76.0,50.0,74.0
14484,4,30,2,1,1,1,IN,4,4,4,4,3,4,4,4,4,4,3,3,5,1,4,4,4,4,4,4,2,4,2,4,2,4,2,4,4,4,2,2,4,2,2,2,4,3,4,4,3,2,4,1,3,2,4,2,4,3,29,40,40,35,36,58.0,80.0,80.0,70.0,72.0
14485,1,27,2,2,1,1,DO,2,4,3,5,4,4,1,5,1,5,4,2,4,3,3,4,4,2,5,3,4,5,1,5,1,5,1,3,5,3,4,3,4,4,4,5,3,1,2,4,4,3,5,2,4,1,4,3,4,5,18,36,43,32,41,36.0,72.0,86.0,64.0,82.0
14486,3,35,2,2,2,1,RS,2,5,3,4,2,2,1,4,2,3,4,3,3,4,2,2,2,2,2,2,5,4,1,5,2,2,3,4,5,4,3,1,5,2,3,4,3,2,3,2,4,1,4,2,4,1,4,3,3,4,22,24,37,34,40,44.0,48.0,74.0,68.0,80.0
14487,3,25,1,1,1,1,GB,4,1,4,1,4,1,5,2,5,4,4,3,5,1,4,2,2,3,3,3,1,4,4,5,2,3,1,5,4,3,3,2,4,3,3,1,5,1,3,3,3,2,3,3,3,2,5,5,5,4,43,34,40,38,39,86.0,68.0,80.0,76.0,78.0
14488,3,35,2,1,1,1,RS,3,2,3,4,3,4,4,4,5,2,4,1,4,3,5,4,4,3,4,3,4,2,3,4,4,4,4,4,3,3,3,3,2,4,3,5,3,3,4,4,2,4,3,2,4,2,4,2,4,4,32,39,29,28,33,64.0,78.0,58.0,56.0,66.0
14489,3,29,2,1,1,1,PT,2,2,4,5,4,2,3,2,4,4,1,3,5,4,4,2,2,2,2,3,4,4,4,4,2,4,2,4,4,4,2,4,4,5,2,5,3,3,2,2,2,2,4,2,4,2,4,3,4,4,32,26,36,22,37,64.0,52.0,72.0,44.0,74.0
14490,1,15,1,1,1,1,US,2,4,2,5,1,4,1,5,1,5,2,4,2,3,2,2,2,1,1,2,1,2,2,4,1,4,3,4,2,3,4,3,3,3,4,4,4,2,3,2,3,2,4,1,5,4,4,3,2,5,14,19,36,32,37,28.0,38.0,72.0,64.0,74.0
14491,3,34,2,2,1,1,RO,3,1,4,2,5,1,5,2,5,2,5,3,5,3,3,3,3,3,3,3,2,5,2,4,2,3,1,2,5,4,2,4,5,4,3,4,3,3,3,3,4,2,5,2,4,1,4,4,4,4,44,34,40,28,42,88.0,68.0,80.0,56.0,84.0
14492,6,25,1,1,1,1,US,1,4,3,4,2,4,1,1,1,5,3,5,5,3,2,2,5,4,3,5,1,4,1,4,3,5,3,5,4,3,4,2,5,2,1,2,5,2,4,5,4,2,4,2,4,3,5,5,5,3,20,33,41,40,41,40.0,66.0,82.0,80.0,82.0
14493,13,18,1,2,1,1,DO,3,2,5,3,5,1,5,3,5,4,3,3,5,1,3,2,3,3,2,2,3,5,1,5,1,5,1,5,5,5,4,3,5,2,3,4,5,3,4,5,4,1,5,1,4,1,5,2,3,5,40,31,48,38,43,80.0,62.0,96.0,76.0,86.0
14494,3,18,2,1,1,1,RO,1,2,3,5,2,5,1,4,3,5,3,3,5,5,4,3,4,5,4,5,5,4,3,4,2,3,1,3,3,3,3,4,4,4,5,5,5,5,5,5,2,5,5,5,4,1,4,1,5,5,19,37,33,33,33,38.0,74.0,66.0,66.0,66.0
14495,3,23,1,1,1,1,GB,4,1,4,1,5,1,4,3,4,1,2,1,5,1,1,2,5,5,5,5,2,5,5,5,1,5,1,4,5,3,2,3,5,5,1,5,1,2,1,2,5,1,5,1,5,1,5,5,5,5,44,40,42,21,50,88.0,80.0,84.0,42.0,100.0
14496,3,14,2,2,1,1,IT,3,3,1,2,2,5,2,2,2,3,5,2,5,3,5,5,5,5,5,3,4,4,3,3,3,3,3,4,4,2,2,5,4,3,3,5,3,3,3,4,2,4,3,4,2,3,1,1,5,2,25,45,31,27,23,50.0,90.0,62.0,54.0,46.0
14497,3,28,2,2,2,1,BR,4,4,5,1,5,1,3,2,4,3,3,3,5,4,5,3,3,1,4,4,1,5,2,5,2,5,1,5,5,4,4,4,3,4,2,4,2,4,3,2,4,1,5,1,4,1,5,5,5,5,40,33,47,24,48,80.0,66.0,94.0,48.0,96.0
14498,3,61,1,2,1,1,US,3,1,5,2,5,1,4,2,4,2,3,3,4,2,2,2,3,2,2,2,1,5,2,5,1,4,1,4,5,3,4,4,3,2,2,4,2,2,2,4,5,2,5,3,4,1,5,5,4,4,43,27,45,29,44,86.0,54.0,90.0,58.0,88.0
14499,1,24,2,2,1,1,BR,2,1,5,3,5,2,4,3,2,4,1,5,5,5,1,1,1,1,2,1,2,5,1,5,2,5,2,4,4,2,1,4,4,2,4,4,4,4,4,4,2,1,2,1,2,2,4,4,5,4,35,15,42,31,37,70.0,30.0,84.0,62.0,74.0
14500,3,23,2,1,1,5,MK,4,2,4,2,4,2,4,3,4,2,2,4,4,3,2,2,2,2,2,2,2,4,4,4,2,4,2,4,4,4,4,4,3,4,1,2,3,3,2,3,3,2,4,2,4,2,4,3,3,4,39,23,38,27,37,78.0,46.0,76.0,54.0,74.0
14501,3,22,2,2,1,1,HU,1,5,1,5,1,5,1,5,2,5,5,1,5,5,5,5,5,5,5,5,4,1,2,1,5,3,5,1,2,1,2,1,3,1,4,1,1,1,3,5,4,3,4,3,1,2,4,4,1,1,11,46,17,38,29,22.0,92.0,34.0,76.0,58.0
14502,4,24,2,1,1,1,IN,4,3,4,4,4,2,4,4,5,2,4,4,5,1,1,4,1,1,1,1,2,4,2,1,1,1,2,4,4,5,5,4,5,1,2,2,4,4,5,4,3,4,5,3,5,1,5,4,5,5,36,25,36,38,42,72.0,50.0,72.0,76.0,84.0
14503,3,15,2,1,1,1,RS,4,1,4,2,4,2,4,2,5,2,3,3,3,4,3,2,2,2,4,2,2,4,3,4,1,4,1,3,4,4,2,4,3,3,2,3,4,4,2,4,2,3,4,3,4,1,3,2,3,4,42,26,40,27,33,84.0,52.0,80.0,54.0,66.0
14504,11,29,2,2,1,1,ID,5,3,5,5,3,2,5,4,5,5,3,3,4,5,5,3,3,5,5,5,2,4,2,4,2,4,2,3,4,4,5,4,5,3,5,5,4,3,4,5,3,4,4,2,5,2,3,3,4,4,34,37,39,37,36,68.0,74.0,78.0,74.0,72.0
14505,13,38,2,1,1,1,PE,3,5,5,3,4,1,5,3,4,5,2,3,3,4,1,3,1,2,1,2,3,4,1,4,2,3,2,1,4,5,4,4,5,1,3,5,5,1,3,5,5,1,5,3,4,1,5,5,5,4,34,20,37,38,46,68.0,40.0,74.0,76.0,92.0
